"distance","elliptical","juxtaposition","overt_connective"
162.646464646465,2.1084479040185e-08,0.229321311118922,0.770678510759257
164.606060606061,1.70100261408338e-08,0.228887207979458,0.771112723894203
166.565656565657,1.37348562587025e-08,0.22870425734424,0.771295686146232
168.525252525253,1.1129693523047e-08,0.228521446565424,0.77147850655985
170.484848484848,9.01862776389315e-09,0.228338775745187,0.771661185371275
172.444444444444,7.30795594160869e-09,0.228156244971756,0.77184372277286
174.40404040404,5.92174376430327e-09,0.227973854321729,0.772026118920671
176.363636363636,4.79845654739529e-09,0.22779160386201,0.772208373940662
178.323232323232,3.88822883362749e-09,0.227299276724327,0.772700704596887
180.282828282828,3.15065168278262e-09,0.226489923640785,0.773510060872083
182.242424242424,2.55297949313263e-09,0.22568344042967,0.774316546729035
184.20202020202,2.06867681924602e-09,0.224879829000639,0.77512016035151
