"distance","structure","question","participant","cond__","cats__","effect1__","effect2__","estimate__","se__","lower__","upper__"
168.525252525253,"elliptical",NA,NA,"1","elliptical",168.525252525253,"elliptical",1.1129693523047e-08,1.55938023033888e-08,9.9800764619668e-11,2.57328038269815e-07
170.484848484848,"elliptical",NA,NA,"1","elliptical",170.484848484848,"elliptical",9.01862776389315e-09,1.26619688224424e-08,7.69032982060028e-11,2.16818547774623e-07
172.444444444444,"elliptical",NA,NA,"1","elliptical",172.444444444444,"elliptical",7.30795594160869e-09,1.02805268468238e-08,5.92608502641249e-11,1.82683544133478e-07
174.40404040404,"elliptical",NA,NA,"1","elliptical",174.40404040404,"elliptical",5.92174376430327e-09,8.3463338865389e-09,4.56669786917454e-11,1.53920382995637e-07
176.363636363636,"elliptical",NA,NA,"1","elliptical",176.363636363636,"elliptical",4.79845654739529e-09,6.77553615967527e-09,3.51923161869953e-11,1.29684056277976e-07
178.323232323232,"elliptical",NA,NA,"1","elliptical",178.323232323232,"elliptical",3.88822883362749e-09,5.49997021457861e-09,2.71209112957475e-11,1.09262419822716e-07
180.282828282828,"elliptical",NA,NA,"1","elliptical",180.282828282828,"elliptical",3.15065168278262e-09,4.46423389977421e-09,2.09012016108048e-11,9.20553121658697e-08
182.242424242424,"elliptical",NA,NA,"1","elliptical",182.242424242424,"elliptical",2.55297949313263e-09,3.62330260315322e-09,1.61082543310163e-11,7.75569535177889e-08
184.20202020202,"elliptical",NA,NA,"1","elliptical",184.20202020202,"elliptical",2.06867681924602e-09,2.94917387387862e-09,1.24146835386892e-11,6.53411099191244e-08
186.161616161616,"elliptical",NA,NA,"1","elliptical",186.161616161616,"elliptical",1.67624072755594e-09,2.40022701202234e-09,9.56824949652644e-12,5.50485883627647e-08
188.121212121212,"elliptical",NA,NA,"1","elliptical",188.121212121212,"elliptical",1.3582464502323e-09,1.94760728195596e-09,7.37460404729733e-12,4.63766968215597e-08
190.080808080808,"elliptical",NA,NA,"1","elliptical",190.080808080808,"elliptical",1.10057400097865e-09,1.5802437544659e-09,5.68399940703776e-12,3.90703605802654e-08
192.040404040404,"elliptical",NA,NA,"1","elliptical",192.040404040404,"elliptical",8.91781442323735e-10,1.28209876562556e-09,4.38104958383731e-12,3.29146347143637e-08
194,"elliptical",NA,NA,"1","elliptical",194,"elliptical",7.22596998572808e-10,1.0401467708012e-09,3.37684303716713e-12,2.77283934017622e-08
0,"elliptical",NA,NA,"1","juxtaposition",0,"juxtaposition",0.190291869463963,0.0497573651296779,0.113379721489804,0.268447244341308
1.95959595959596,"elliptical",NA,NA,"1","juxtaposition",1.95959595959596,"juxtaposition",0.207404926241513,0.0481897680492645,0.128992518765035,0.282533109154419
3.91919191919192,"elliptical",NA,NA,"1","juxtaposition",3.91919191919192,"juxtaposition",0.226413847824761,0.0515082517467146,0.144809932845869,0.295011763596155
5.87878787878788,"elliptical",NA,NA,"1","juxtaposition",5.87878787878788,"juxtaposition",0.239711554072665,0.0469004715966988,0.157378403100751,0.305848028210837
7.83838383838384,"elliptical",NA,NA,"1","juxtaposition",7.83838383838384,"juxtaposition",0.250839863332037,0.0448221917592082,0.167785905647551,0.31514603029687
9.7979797979798,"elliptical",NA,NA,"1","juxtaposition",9.7979797979798,"juxtaposition",0.260126236746511,0.0452019908022023,0.181154634538065,0.328595489775297
11.7575757575758,"elliptical",NA,NA,"1","juxtaposition",11.7575757575758,"juxtaposition",0.269286598143201,0.0434737425468101,0.189930642159465,0.335298049827711
13.7171717171717,"elliptical",NA,NA,"1","juxtaposition",13.7171717171717,"juxtaposition",0.278195852454553,0.0444257595642737,0.195906573653363,0.343171057441066
15.6767676767677,"elliptical",NA,NA,"1","juxtaposition",15.6767676767677,"juxtaposition",0.285305258804821,0.0417343057984492,0.202721437941369,0.35506514302299
17.6363636363636,"elliptical",NA,NA,"1","juxtaposition",17.6363636363636,"juxtaposition",0.293999044851094,0.0453245647026072,0.208816859089191,0.364456141134332
19.5959595959596,"elliptical",NA,NA,"1","juxtaposition",19.5959595959596,"juxtaposition",0.300182809203256,0.0476740809701471,0.213912395803059,0.371693215314935
21.5555555555556,"elliptical",NA,NA,"1","juxtaposition",21.5555555555556,"juxtaposition",0.304141703121796,0.0474060151753677,0.218136365182394,0.377131139909684
23.5151515151515,"elliptical",NA,NA,"1","juxtaposition",23.5151515151515,"juxtaposition",0.305604675091733,0.0447966187862299,0.22161597699106,0.381100347270622
25.4747474747475,"elliptical",NA,NA,"1","juxtaposition",25.4747474747475,"juxtaposition",0.306960026774577,0.0427724931779828,0.224649938351268,0.383318495965763
27.4343434343434,"elliptical",NA,NA,"1","juxtaposition",27.4343434343434,"juxtaposition",0.308899425483711,0.0439928372501695,0.227532404998689,0.383671950920723
29.3939393939394,"elliptical",NA,NA,"1","juxtaposition",29.3939393939394,"juxtaposition",0.307928503923119,0.0450084937886775,0.227760133686918,0.383360055970968
31.3535353535354,"elliptical",NA,NA,"1","juxtaposition",31.3535353535354,"juxtaposition",0.30744130218156,0.0469541321242302,0.228465237774022,0.381411404132329
33.3131313131313,"elliptical",NA,NA,"1","juxtaposition",33.3131313131313,"juxtaposition",0.308422642677544,0.0474874163378075,0.228931461898975,0.381003247574825
35.2727272727273,"elliptical",NA,NA,"1","juxtaposition",35.2727272727273,"juxtaposition",0.309670892092127,0.0470704435126752,0.22920811706922,0.382262283633448
37.2323232323232,"elliptical",NA,NA,"1","juxtaposition",37.2323232323232,"juxtaposition",0.310296234891347,0.0457216369022255,0.229334992504896,0.38315744299886
39.1919191919192,"elliptical",NA,NA,"1","juxtaposition",39.1919191919192,"juxtaposition",0.309741214596357,0.0468572372486657,0.229343965245123,0.384578876368747
41.1515151515151,"elliptical",NA,NA,"1","juxtaposition",41.1515151515151,"juxtaposition",0.310162590567373,0.0473161468481347,0.229118179193573,0.385694778694902
43.1111111111111,"elliptical",NA,NA,"1","juxtaposition",43.1111111111111,"juxtaposition",0.30920843274403,0.0476720847451857,0.228509402149603,0.38655525252782
45.0707070707071,"elliptical",NA,NA,"1","juxtaposition",45.0707070707071,"juxtaposition",0.30811638063624,0.0487121143034416,0.228017194303703,0.387202761340063
47.030303030303,"elliptical",NA,NA,"1","juxtaposition",47.030303030303,"juxtaposition",0.306636572218656,0.0511436482265085,0.226836937011272,0.387673105936378
48.989898989899,"elliptical",NA,NA,"1","juxtaposition",48.989898989899,"juxtaposition",0.305237444548526,0.0518565362260585,0.224867685859591,0.389792090810525
50.9494949494949,"elliptical",NA,NA,"1","juxtaposition",50.9494949494949,"juxtaposition",0.30419616612763,0.0541058998590796,0.22248676165712,0.391342913651027
52.9090909090909,"elliptical",NA,NA,"1","juxtaposition",52.9090909090909,"juxtaposition",0.303135134043287,0.0567397120139981,0.220081400396941,0.392437017317505
54.8686868686869,"elliptical",NA,NA,"1","juxtaposition",54.8686868686869,"juxtaposition",0.301847915661734,0.0592507562005998,0.21800617364361,0.393453412727383
56.8282828282828,"elliptical",NA,NA,"1","juxtaposition",56.8282828282828,"juxtaposition",0.300494326640375,0.061822967570987,0.216203302157809,0.394405261134257
58.7878787878788,"elliptical",NA,NA,"1","juxtaposition",58.7878787878788,"juxtaposition",0.299122295642129,0.0638853641648931,0.213550325996868,0.395286160934318
60.7474747474747,"elliptical",NA,NA,"1","juxtaposition",60.7474747474747,"juxtaposition",0.297735889358073,0.0637057935112052,0.210906554072519,0.395240560978241
62.7070707070707,"elliptical",NA,NA,"1","juxtaposition",62.7070707070707,"juxtaposition",0.296338433095406,0.0632121126543936,0.208275131605607,0.395158016745679
64.6666666666667,"elliptical",NA,NA,"1","juxtaposition",64.6666666666667,"juxtaposition",0.294932649149907,0.0645001801261127,0.205658594832501,0.395044777608995
66.6262626262626,"elliptical",NA,NA,"1","juxtaposition",66.6262626262626,"juxtaposition",0.292961855784561,0.067591431007431,0.20305898558983,0.394906042679357
68.5858585858586,"elliptical",NA,NA,"1","juxtaposition",68.5858585858586,"juxtaposition",0.291291045596908,0.069740936222759,0.200748643977121,0.395093594187952
70.5454545454545,"elliptical",NA,NA,"1","juxtaposition",70.5454545454545,"juxtaposition",0.290350582703659,0.0715155410005008,0.198519003326812,0.396081450557249
72.5050505050505,"elliptical",NA,NA,"1","juxtaposition",72.5050505050505,"juxtaposition",0.290193413569153,0.0734616603422667,0.196305718698083,0.397064168978657
74.4646464646465,"elliptical",NA,NA,"1","juxtaposition",74.4646464646465,"juxtaposition",0.288038027177832,0.0753409314262063,0.19410938245305,0.398572575283758
76.4242424242424,"elliptical",NA,NA,"1","juxtaposition",76.4242424242424,"juxtaposition",0.286423790145899,0.0758980442659195,0.191930460945194,0.400226782144639
78.3838383838384,"elliptical",NA,NA,"1","juxtaposition",78.3838383838384,"juxtaposition",0.285004250963018,0.0767292425666101,0.189792878789248,0.40188076047726
80.3434343434343,"elliptical",NA,NA,"1","juxtaposition",80.3434343434343,"juxtaposition",0.283586330343368,0.0766019839868611,0.188128163736348,0.403535076674561
82.3030303030303,"elliptical",NA,NA,"1","juxtaposition",82.3030303030303,"juxtaposition",0.28217050743937,0.0759485420433249,0.186474674650633,0.405190173839667
84.2626262626263,"elliptical",NA,NA,"1","juxtaposition",84.2626262626263,"juxtaposition",0.280757180559728,0.0767107691577408,0.183599134790345,0.406846396142235
86.2222222222222,"elliptical",NA,NA,"1","juxtaposition",86.2222222222222,"juxtaposition",0.279346681456895,0.0779346767785473,0.180455936119904,0.408504008354436
88.1818181818182,"elliptical",NA,NA,"1","juxtaposition",88.1818181818182,"juxtaposition",0.277939287021976,0.0787236052410451,0.177904113859932,0.410163211518949
90.1414141414141,"elliptical",NA,NA,"1","juxtaposition",90.1414141414141,"juxtaposition",0.276535228868539,0.0790080262443035,0.175381557858787,0.411824155513881
92.1010101010101,"elliptical",NA,NA,"1","juxtaposition",92.1010101010101,"juxtaposition",0.27513470119546,0.0792871037506016,0.17288826089389,0.412976007466453
94.0606060606061,"elliptical",NA,NA,"1","juxtaposition",94.0606060606061,"juxtaposition",0.27347154007999,0.0795608030244919,0.170424185681598,0.413539445770416
96.020202020202,"elliptical",NA,NA,"1","juxtaposition",96.020202020202,"juxtaposition",0.271670852156286,0.0798290979182833,0.167989269563376,0.414103348421975
97.979797979798,"elliptical",NA,NA,"1","juxtaposition",97.979797979798,"juxtaposition",0.270613294256928,0.080254243642356,0.165583428310379,0.41466774847207
99.9393939393939,"elliptical",NA,NA,"1","juxtaposition",99.9393939393939,"juxtaposition",0.269778683057577,0.0818823617233759,0.163206559222704,0.415232668590973
101.89898989899,"elliptical",NA,NA,"1","juxtaposition",101.89898989899,"juxtaposition",0.268780964089795,0.0822231313177494,0.160858543664054,0.415798123206253
103.858585858586,"elliptical",NA,NA,"1","juxtaposition",103.858585858586,"juxtaposition",0.267785549458847,0.0825551406236785,0.158539249144491,0.416364120196271
105.818181818182,"elliptical",NA,NA,"1","juxtaposition",105.818181818182,"juxtaposition",0.26679250527364,0.0833358873371438,0.156248531041197,0.416959181891389
107.777777777778,"elliptical",NA,NA,"1","juxtaposition",107.777777777778,"juxtaposition",0.265801887462337,0.0846854909805895,0.153986234029118,0.418387993892595
109.737373737374,"elliptical",NA,NA,"1","juxtaposition",109.737373737374,"juxtaposition",0.264813743473572,0.0858160082527587,0.151752193278876,0.419818077394579
111.69696969697,"elliptical",NA,NA,"1","juxtaposition",111.69696969697,"juxtaposition",0.263828113687025,0.0881123386281861,0.149546235467723,0.421249427773223
113.656565656566,"elliptical",NA,NA,"1","juxtaposition",113.656565656566,"juxtaposition",0.262845032583452,0.0898516889757796,0.147476633428006,0.422682035753067
115.616161616162,"elliptical",NA,NA,"1","juxtaposition",115.616161616162,"juxtaposition",0.26186452971554,0.0912394247392274,0.145458481217839,0.424115888279715
117.575757575758,"elliptical",NA,NA,"1","juxtaposition",117.575757575758,"juxtaposition",0.26088663051378,0.0926105909372849,0.143463575527383,0.425550969225367
119.535353535354,"elliptical",NA,NA,"1","juxtaposition",119.535353535354,"juxtaposition",0.259911356955601,0.0936988303110899,0.141491779434222,0.42698725995952
121.494949494949,"elliptical",NA,NA,"1","juxtaposition",121.494949494949,"juxtaposition",0.258938728121227,0.0944542136413943,0.139542951936953,0.428424739810728
123.454545454545,"elliptical",NA,NA,"1","juxtaposition",123.454545454545,"juxtaposition",0.257968760655536,0.0951989268322517,0.137616948318823,0.429863386440305
125.414141414141,"elliptical",NA,NA,"1","juxtaposition",125.414141414141,"juxtaposition",0.257001469152032,0.0957932071189749,0.135713620464145,0.431303176144905
127.373737373737,"elliptical",NA,NA,"1","juxtaposition",127.373737373737,"juxtaposition",0.256036866472097,0.0961411393320233,0.133832817136213,0.432744084101599
129.333333333333,"elliptical",NA,NA,"1","juxtaposition",129.333333333333,"juxtaposition",0.255074964010619,0.0963779389869866,0.131974384223705,0.434186084566533
131.292929292929,"elliptical",NA,NA,"1","juxtaposition",131.292929292929,"juxtaposition",0.253681559259812,0.09596710087621,0.130138164961277,0.435629151036052
133.252525252525,"elliptical",NA,NA,"1","juxtaposition",133.252525252525,"juxtaposition",0.252095047437496,0.0953461321327196,0.128324000128822,0.437073256377495
135.212121212121,"elliptical",NA,NA,"1","juxtaposition",135.212121212121,"juxtaposition",0.250515247791222,0.0964260104354287,0.12653172823317,0.438518372935504
137.171717171717,"elliptical",NA,NA,"1","juxtaposition",137.171717171717,"juxtaposition",0.248942182857896,0.0979704310338235,0.124761185675078,0.439964472618556
139.131313131313,"elliptical",NA,NA,"1","juxtaposition",139.131313131313,"juxtaposition",0.247375873398806,0.0989140117753588,0.123012206903983,0.441411526969489
